,2017
200307,0.0
200308,0.0
200401,0.0
200402,0.0
200403,0.0
200404,0.0
200405,0.0
200406,0.0
200407,0.0
200408,0.0
200409,0.0
200410,0.0
200411,0.0
200412,0.0
200413,0.0
200414,0.0
200415,0.0
200416,0.0
200417,0.0
200501,0.0
200502,0.0
200503,0.0
200504,0.0
200505,0.0
200506,0.0
200507,0.0
200601,0.0
200602,0.0
200603,0.0
200701,0.0
200702,0.0
200703,0.0
200801,0.0
200802,0.0
200803,0.0
200804,0.0
200805,0.0
200806,0.0
200807,0.0
200808,0.0
200809,0.0
200810,0.0
200901,0.0
200902,0.0
201001,0.0
201002,0.0
201003,0.0
201004,0.0
201005,0.0
201006,0.0
201007,0.0
201008,0.0
201101,0.0
201102,0.0
201103,0.0
201104,0.0
201105,0.0
201106,0.0
201107,0.0
201108,0.0
201201,0.0
201202,0.0
201203,0.0
201204,0.0
201205,0.0
201206,0.0
201207,0.0
201208,0.0
201209,0.0
201210,0.0
201211,0.0
201212,0.0
201213,0.0
201214,0.0
201215,0.0
201216,0.0
201217,0.0
201218,0.0
201219,0.0
201301,0.0
201302,0.0
201303,0.0
201304,0.0
201305,0.0
201306,0.0
201307,0.0
201401,0.0
201402,0.0
201403,0.0
201404,0.0
201405,0.0
201406,0.0
201407,0.0
201501,0.0
201502,0.0
201503,0.0
201504,0.0
201505,0.0
201506,0.0
201507,0.0
201508,0.0
201601,0.0
201602,0.0
201603,0.0
201604,0.0
201701,0.0
201702,0.0
201703,0.0
201704,0.0
201705,0.0
201801,0.0
201802,0.0
201803,0.0
201804,0.0
201805,0.0
201806,0.0
201807,0.0
201808,0.0
201809,0.0
201810,0.0
201811,0.0
201812,0.0
201813,0.0
201814,0.0
201901,0.0
201902,0.0
201903,0.0
201904,0.0
201905,0.0
201906,0.0
201907,0.0
201908,0.0
201909,0.0
201910,0.0
202001,0.0
202002,0.0
202003,0.0
202004,0.0
202005,0.0
202006,0.0
202007,0.0
202008,0.0
202009,0.0
202010,0.0
202101,0.0
202102,0.0
202103,0.0
202104,0.0
202105,0.0
202106,0.0
202107,0.0
202108,0.0
202109,0.0
202201,0.0
202202,0.0
202203,0.0
202204,0.0
202205,0.0
202206,0.0
202207,0.0
202208,0.0
210101,0.0
210102,0.0
210103,0.0
210104,0.0
210105,0.0
210106,0.0
210107,0.0
210108,0.0
210109,0.0
220101,0.0
220102,0.0
220103,0.0
220104,0.0
220105,0.0
220106,0.0
230101,0.0
230102,0.0
230103,0.0
230201,0.0
230202,0.0
230203,0.0
230204,0.0
230205,0.0
230206,0.0
240101,0.0
240102,0.0
240103,0.0
240104,0.0
240105,0.0
240106,0.0
240107,0.0
240108,0.0
240109,0.0
240110,0.0
240111,0.0
240201,0.0
240202,0.0
240203,0.0
240204,0.0
240205,0.0
240206,0.0
240207,0.0
240208,0.0
240301,0.0
240302,0.0
240303,0.0
240304,0.0
240305,0.0
240306,0.0
250101,0.0
250102,0.0
250103,0.0
250104,0.0
250105,0.0
250106,0.0
250107,0.0
250108,0.0
250109,0.0
250201,0.0
250202,0.0
250203,0.0
250204,0.0
250205,0.0
250301,0.0
250302,0.0
250303,0.0
250304,0.0
250305,0.0
250401,0.0
250402,0.0
250403,0.0
250404,0.0
250405,0.0
250406,0.0
250407,0.0
250408,0.0
250409,0.0
300101,9394.0121865
300102,7954.044
300103,8984.342
300104,5830.210437
300105,4921.6323765
300106,3306.622
300107,1605.5810964
300108,1474.9659036
300201,1877.635
300301,4758.4477766
300302,1774.2134676
300303,2537.9597558
300401,2022.7053066
300402,3588.2886622
300403,6828.3410912
300404,3342.29909
300405,2790.47485
300406,3310.32
300501,4172.398
300502,12137.374
300503,3773.397
300601,5995.743
300701,2974.6552383
300702,2341.5968079
300703,6673.4909538
300704,11180.095
300705,3419.9747423999997
300706,3736.2812576
300801,3435.748
300802,4207.4589728
300803,4581.8850272
300804,4706.534976
300805,1310.092024
300901,6655.846106
300902,2431.0591474
300903,3043.107
300904,598.5514158
300905,1202.1860708
300906,2122.8877709
301001,737.437118
301002,7149.5908819999995
301101,11788.566
301102,23828.0031806
301103,2269.5880692
301104,2945.1006186
301105,1842.7377345
301106,2153.6572655
301107,12895.971
301108,8758.080435
301109,4828.150696600001
301110,12648.4136648
301111,6014.3260724
301112,24261.073018
301113,17759.5417577
301114,11578.168763
301115,12301.495724100001
301201,2791.8427482
301202,3325.2174126
301203,2415.8436056
301204,5524.9935304
301205,16495.485478399998
301206,9336.863
301207,12182.5362248
301208,24543.1444103
301209,20420.707
301210,12181.5965897
301211,9995.492775300001
301212,37668.87
301213,24556.192
301214,8281.1442247
301301,2900.945
301302,9561.9560205
301303,58207.0062615
301304,40498.341859500004
301305,51103.220752500005
301401,79096.683139
301402,40896.3326842
301403,45669.2541768
310101,20965.8429706
310102,38198.312211300006
310103,60303.118764000006
310104,14364.918
310105,8197.6040272
310106,8093.341972800001
310107,15411.546216400002
310108,24303.770272
310109,2968.2927349
310110,1987.9482651
310111,1984.262
310112,8084.0321687
310113,8093.7388313
310114,14929.253308000001
310115,13143.806692
310116,66267.5569323
320101,55432.289814
320102,48499.43427400001
320103,23036.265912000003
320201,11303.6940253
320202,7651.7883442
320203,9979.1978385
320204,140152.9167988
320205,1930.4679932
320206,12327.457
320301,16726.392582
320302,6155.129418
320303,7262.8918516
320304,28269.8471484
320305,4809.2441793
320306,14268.4376052
320307,5896.501605
320308,18538.373162
320309,13873.974826399999
320310,30300.9446335
330101,745.396038
330102,3771.481446
330103,6249.954176
330104,8040.122
330105,4539.4201832
330106,464.2187746
330107,3131.742114
330108,8155.932934
330109,8193.0863843
330110,9237.718029399999
330111,67728.3409205
330112,42762.09274
330113,69769.73026
330201,8383.751
330202,28200.7760695
330203,38630.047953600006
330204,36570.137
330205,54431.030653500005
330206,69392.455
330207,15995.9748375
330208,36737.1461125
330301,4283.6084965
330302,26703.5483138
330303,212483.7421032
400101,7867.4811408000005
400102,2810.4248592
400103,5418.712
400104,3028.9528549
400105,3167.7353131
400106,1697.1658976
400107,10478.7963846
400108,3948.8456154
400109,1436.8569344
400201,4361.5053768
400202,7407.4897519999995
400203,3599.2408711999997
400301,21796.960631399998
400302,18168.1303686
400303,10348.567000000001
400401,9968.26
400402,11477.274
400403,9728.9190942
400404,12159.0516833
400501,596.668471
400502,3146.546529
400503,13501.676
400504,26007.1297284
400601,5489.3812779
400602,4217.1641577
400603,2727.6328588
400701,9968.673
400702,6190.5573121
400703,9470.4616879
400704,5811.205
400705,8103.166
400706,1110.448398
400707,1197.216602
400801,8178.689364399999
400802,2103.7966356
400901,3755.2692928
400902,1690.761056
400903,13491.322
400904,3574.3568532000004
400905,1122.8670936
400906,471.9970794
400907,7865.8924026
400908,612.8023296
400909,4841.7767396
400910,5814.8769870999995
400911,5793.6407017
410101,14003.507406
410102,10086.443
410103,8595.335000000001
410104,15752.264
410105,15805.752
410106,23121.481
410107,8913.939
410108,14275.785
410201,15163.19
410301,3072.499
410401,3502.995428
410402,1359.574572
410403,10239.64757
410404,12131.7034
410405,11966.4946532
410406,10502.071600000001
410407,2567.4593308
410408,3007.1311084
410409,22496.0698788
410410,8469.5760128
410501,4303.0
410502,737.4904992
410503,1542.8623392
410504,1380.63744
410505,9811.911678
410506,1212.9595767
410601,3411.7854233
500101,6115.2252399
500102,1628.810997
500103,15743.670936
500104,3099.6717234
500105,10652.1992766
500106,14654.8840655
500107,8478.836496
500108,13131.3262656
500201,3287.1915486
500202,11086.1864514
500203,13960.981
500204,12778.437
500301,5763.645906199999
500302,4001.9350938000002
500303,3089.2342802999997
500304,3259.7224990000004
500305,2216.1422745
500306,6777.4888172
500307,13346.101253100001
500401,7992.6567298
500402,15093.407270200001
500403,21526.9187102
500404,19886.9302898
500405,12144.755228
500501,14385.8577159
500502,17434.2212841
500601,11681.1463704
500602,12483.409629599999
500603,39647.9163696
500604,21760.0529508
500701,16164.5962296
500702,40259.662222
500801,11841.412684199999
500802,9261.4654634
510101,5992.055
510102,7999.368
510103,17230.5217996
510104,7703.7657944
520101,12824.040666
520102,22657.6394895
520103,8249.23517
520104,1259.4366745
520201,7587.8284738
520202,59387.8826147
520203,26106.0759754
520204,15455.360359
520205,11662.6166015
520206,20988.283192
530101,11089.487
530102,13864.173001199999
530103,33886.1680422
530104,12733.0210155
530201,7773.747770600001
530202,5803.3036442
530203,31240.2742217
530204,33687.1713635
530205,15022.1821944
530206,6714.2121416
530207,10692.5732352
530208,6645.319296000001
530209,6419.2985432
530301,29347.4545896
600101,0.0
600102,0.0
600103,0.0
600201,0.0
600202,0.0
600203,0.0
600204,0.0
600301,0.0
600302,0.0
600303,0.0
600304,0.0
600401,0.0
600402,0.0
600403,0.0
600404,0.0
600405,0.0
