,2017
200302,0.0
200303,0.0
200304,0.0
200305,0.0
200306,0.0
200307,0.0
200308,0.0
200401,0.0
200402,0.0
200403,0.0
200404,0.0
200405,0.0
200406,0.0
200407,0.0
200408,0.0
200409,0.0
200410,0.0
200411,0.0
200412,0.0
200413,0.0
200414,0.0
200415,0.0
200416,0.0
200417,0.0
200501,0.0
200502,0.0
200503,0.0
200504,0.0
200505,75.88650144959999
200506,0.0
200507,0.0
200601,0.0
200602,41.04109596672
200603,0.0
200701,0.0
200702,0.0
200703,0.0
200801,0.0
200802,0.0
200803,0.0
200804,0.0
200805,0.0
200806,0.0
200807,0.0
200808,0.0
200809,0.0
200810,0.0
200901,0.0
200902,0.0
201001,0.0
201002,0.0
201003,0.0
201004,0.0
201005,0.0
201006,0.0
201007,0.0
201008,0.0
201101,0.0
201102,0.0
201103,0.0
201104,0.0
201105,0.0
201106,0.0
201107,0.0
201108,0.0
201201,0.0
201202,0.0
201203,0.0
201204,0.0
201205,0.0
201206,0.0
201207,0.0
201208,0.0
201209,0.0
201210,0.0
201211,0.0
201212,0.0
201213,0.0
201214,0.0
201215,0.0
201216,0.0
201217,0.0
201218,0.0
201219,0.0
201301,0.0
201302,0.0
201303,0.0
201304,0.0
201305,0.0
201306,0.0
201307,0.0
201401,0.0
201402,0.0
201403,0.0
201404,0.0
201405,0.0
201406,0.0
201407,0.0
201501,0.0
201502,0.0
201503,0.0
201504,0.0
201505,0.0
201506,0.0
201507,0.0
201508,0.0
201601,0.0
201602,0.0
201603,0.0
201604,0.0
201701,0.0
201702,0.0
201703,0.0
201704,0.0
201705,0.0
201801,0.0
201802,0.0
201803,0.0
201804,1025.526072169368
201805,0.0
201806,0.0
201807,0.0
201808,0.0
201809,0.0
201810,0.0
201811,0.0
201812,0.0
201813,0.0
201814,0.0
201901,0.0
201902,0.0
201903,0.0
201904,0.0
201905,0.0
201906,0.0
201907,0.0
201908,0.0
201909,0.0
201910,0.0
202001,0.0
202002,0.0
202003,0.0
202004,0.0
202005,0.0
202006,0.0
202007,0.0
202008,0.0
202009,0.0
202010,0.0
202101,0.0
202102,0.0
202103,0.0
202104,0.0
202105,0.0
202106,0.0
202107,0.0
202108,0.0
202109,0.0
202201,0.0
202202,0.0
202203,0.0
202204,0.0
202205,0.0
202206,0.0
202207,0.0
202208,0.0
210101,0.0
210102,0.0
210103,0.0
210104,0.0
210105,0.0
210106,0.0
210107,0.0
210108,0.0
210109,0.0
220101,0.0
220102,0.0
220103,0.0
220104,0.0
220105,0.0
220106,0.0
230101,0.0
230102,0.0
230103,0.0
230201,0.0
230202,0.0
230203,0.0
230204,0.0
230205,0.0
230206,0.0
240101,0.0
240102,0.0
240103,0.0
240104,0.0
240105,0.0
240106,0.0
240107,0.0
240108,0.0
240109,0.0
240110,0.0
240111,0.0
240201,0.0
240202,0.0
240203,0.0
240204,0.0
240205,0.0
240206,0.0
240207,0.0
240208,0.0
240301,0.0
240302,0.0
240303,0.0
240304,0.0
240305,0.0
240306,0.0
250101,7.247845711872
250102,3.4626424221359997
250103,0.0
250104,0.0
250105,0.0
250106,0.0
250107,0.0
250108,0.0
250109,0.0
250201,0.0
250202,0.0
250203,0.0
250204,0.0
250205,0.0
250301,0.0
250302,0.0
250303,0.0
250304,0.0
250305,0.0
250401,0.0
250402,0.0
250403,0.0
250404,0.0
250405,0.0
250406,0.0
250407,0.0
250408,0.0
250409,0.0
300101,1183.05746561376
300102,763.951654370592
300103,911.125658487888
300104,282.390223243824
300105,1017.209577874824
300106,384.045690164112
300107,265.077430563888
300108,176.265294694344
300201,499.27233131445604
300301,1340.287060965552
300302,413.86131460548
300303,1562.9696440973999
300401,790.557942996936
300402,560.6562177978481
300403,5207.492327153544
300404,1529.395505777376
300405,519.210629094744
300406,3932.113830667848
300501,1718.008122376584
300502,1169.86916756412
300503,2150.454003926256
300601,2058.311525725656
300701,1981.471370606856
300702,24817.93249104461
300703,1057.301442261
300704,508.65386331506403
300705,196.13748758831997
300706,679.4293551707519
300801,874.4784737672161
300802,1515.12080324472
300803,5440.47373954944
300804,2693.3012711024403
300805,6169.26732640776
300901,6017.132491671672
300902,26337.716916298126
300903,1125.357734166048
300904,40976.53509462732
300905,66405.48262163732
300906,62456.041862074446
301001,2226.9599466087598
301002,8280.966506349887
301101,14.002022004839999
301102,169.981246994472
301103,515.390216463936
301104,56.830410878327996
301105,0.0
301106,65.34025981128
301107,492.880691910672
301108,7486.390444754592
301109,15232.91588054244
301110,90979.91650547252
301111,3331.6571014146
301112,20272.913389394496
301113,139759.8121993633
301114,17374.991442954553
301115,14382.736210666368
301201,46566.51628135479
301202,2627.1759185151122
301203,1894.6805214321362
301204,2300.6103425727842
301205,8484.45700481064
301206,2295.553231291392
301207,1663.5266059056482
301208,1440.485047652472
301209,2760.309599056128
301210,407.09025669909596
301211,3336.421496904216
301212,3584.3172626772002
301213,3216.992402346984
301214,2464.306394955192
301301,742.3471398636
301302,1304.069039721936
301303,5153.4925714051915
301304,3417.509790878184
301305,11668.599631749672
301401,5240.611757111976
301402,8016.533702012592
301403,2138.5675611795605
310101,17939.43292947984
310102,6571.744804530432
310103,4088.0921685621124
310104,1137.581344102464
310105,26.734519006848
310106,4.4676640869119995
310107,2058.172399739304
310108,9368.094289788432
310109,4809.782013310081
310110,2333.361682147608
310111,78590.71814473727
310112,114284.97963916804
310113,12046.330188551303
310114,19438.277640489003
310115,1424.757875060664
310116,6598.136526265512
320101,45733.349482722006
320102,20131.872370019068
320103,4330.368645710689
320201,7017.677576321904
320202,47448.1692102798
320203,6783.260930398008
320204,22494.868016802553
320205,1695.7578762763203
320206,2394.1540414406163
320301,3073.5645879692165
320302,2861.093107336176
320303,962.6454691140959
320304,10751.198092751736
320305,930.192882389352
320306,4165.330828388976
320307,779.66774359056
320308,6243.886417597417
320309,22988.23352549021
320310,63910.069808792614
330101,14.955600672
330102,3492.683662382712
330103,1177.70761578528
330104,8925.437864977775
330105,6223.287264760296
330106,274.23711062229603
330107,643.005493998048
330108,33741.807935708886
330109,56091.07110647369
330110,3798.0886032419753
330111,33357.22497151726
330112,6234.941165993424
330113,29474.78939684791
330201,1032.064743142728
330202,3369.9513690037443
330203,14205.45272397689
330204,3466.20455165592
330205,4003.9508407775043
330206,8400.372435888408
330207,3260.398163259456
330208,1766.768791041504
330301,52.096469285016
330302,4512.39055628148
330303,45307.975927959575
400101,402.60882437963994
400102,282.289690363104
400103,837.983409453504
400104,1379.8213913090158
400105,767.565412311744
400106,247.07068400656794
400107,390.72293926019995
400108,143.4450607398
400109,187.35144587748002
400201,534.0019366797119
400202,484.768499407344
400203,151.16421338524796
400301,1433.783511090216
400302,1897.7224530876483
400303,604.690665076008
400401,361.1448396432
400402,1967.092786663344
400403,1941.12529188804
400404,2374.248760923384
400501,59.119833316896
400502,496.248017154912
400503,2251.5274755639357
400504,4624.538059798273
400601,504.747812303352
400602,1493.645494823136
400603,132.762533211432
400701,448.051919265432
400702,1642.379711857272
400703,0.0
400704,332.316717917904
400705,629.366670426528
400706,0.0
400707,2.6929847733120003
400801,1360.701724792752
400802,295.49838450902405
400901,3.479052159936
400902,426.83574590517605
400903,2370.57662838348
400904,170.735069538
400905,0.0
400906,0.0
400907,321.84811797091197
400908,0.0
400909,49.563930848039995
400910,27.119077609176003
400911,1451.600215846992
410101,1462.881065436
410102,1005.711494764392
410103,514.80523772496
410104,1242.9713269333442
410105,1133.88763855032
410106,6024.169517499359
410107,3326.215847911416
410108,11738.433134833918
410201,6806.05865870184
410301,2111.893695013824
410401,720.650092761792
410402,1203.8638858686
410403,25034.860115209656
410404,7269.573844897919
410405,5572.488267985752
410406,5390.577846009217
410407,9338.395135478975
410408,960.577533959472
410409,7881.223609999511
410410,1630.9569803984639
410501,6089.975009620056
410502,106.240681879056
410503,2577.949727752224
410504,60354.74345455757
410505,127520.44107818393
410506,122475.06491137519
410601,12965.638684798081
500101,87.048822483504
500102,639.0024402587039
500103,3263.881046706936
500104,91.64484193392002
500105,1332.369203930568
500106,24895.429924295233
500107,95167.2744311168
500108,45537.11685644443
500201,421.08764316674393
500202,2360.077882170768
500203,2031.307849719504
500204,9857.495013311014
500301,475.488
500302,1284.394402314864
500303,5524.556798662633
500304,522.4496294139119
500305,306.30297507141603
500306,1860.653052684792
500307,9168.132909497615
500401,1572.9560159531761
500402,2244.343277066328
500403,9986.705150339232
500404,2936.230409721168
500405,3616.763479835688
500501,6166.081250411472
500502,1134.513371496888
500601,2180.144619987696
500602,2524.92389021124
500603,2049.0748545430083
500604,2184.043945020264
500701,928.612316518704
500702,3525.0900211714325
500801,1807.4360107574641
500802,8110.045277953343
510101,509.79973108816796
510102,4679.553268047887
510103,3232.9846029327123
510104,952.9858027290239
520101,1528.968116326248
520102,2263.16048639256
520103,1739.455606788192
520104,343.43999999999994
520201,126.84690442404
520202,9533.432040347447
520203,3488.796877103352
520204,1865.8949679688321
520205,3162.67184504736
520206,868.720527543528
530101,1431.769343204736
530102,980.41813738848
530103,4699.7045697919675
530104,615.986800231032
530201,1039.77754174692
530202,1636.863585605568
530203,5722.823451735287
530204,2226.2901645319916
530205,1392.6376849068
530206,1128.16721181996
530207,639.8748145096561
530208,1530.2755334448
530209,27852.442082866368
530301,3335.630644562472
600101,0.0
600102,0.0
600103,0.0
600201,0.0
600202,0.0
600203,0.0
600204,0.0
600301,0.0
600302,0.0
600303,0.0
600304,0.0
600401,0.0
600402,0.0
600403,0.0
600404,0.0
600405,0.0
